action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,parent_molecule_chembl_id,molecule_chembl_id_molecule_table,atc_classifications,pref_name_molecule,canonical_smiles,standard_inchi,standard_inchi_key,parent_chembl_id,oral,parenteral,organism,target_type,pref_name_target,accession,component_id,protein_classifications,level_1,level_2,level_3,level_4,level_5,InChi_nostereo
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL654,CHEMBL225,CHEMBL654,CHEMBL654,['N06AX11'],MIRTAZAPINE,CN1CCN2c3ncccc3Cc3ccccc3C2C1,"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3",RONZAEMNMFQXRA-UHFFFAOYSA-N,CHEMBL654,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin 2c (5-HT2c) receptor,P28335,[309],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3"
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL715,CHEMBL225,CHEMBL715,CHEMBL715,['N05AH03'],OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",KVWDHTXUZHCGIO-UHFFFAOYSA-N,CHEMBL715,True,True,Homo sapiens,SINGLE PROTEIN,Serotonin 2c (5-HT2c) receptor,P28335,[309],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3"
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL831,CHEMBL225,CHEMBL831,CHEMBL831,['N05AH01'],LOXAPINE,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL831,True,True,Homo sapiens,SINGLE PROTEIN,Serotonin 2c (5-HT2c) receptor,P28335,[309],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3"
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL85,CHEMBL225,CHEMBL85,CHEMBL85,['N05AX08'],RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",RAPZEAPATHNIPO-UHFFFAOYSA-N,CHEMBL85,True,True,Homo sapiens,SINGLE PROTEIN,Serotonin 2c (5-HT2c) receptor,P28335,[309],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3"
ANTAGONIST,Toll-like receptor 7 antagonist,CHEMBL1690,CHEMBL5936,CHEMBL1535,CHEMBL1535,['P01BA02'],HYDROXYCHLOROQUINE,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,"InChI=1S/C18H26ClN3O/c1-3-22(11-12-23)10-4-5-14(2)21-17-8-9-20-18-13-15(19)6-7-16(17)18/h6-9,13-14,23H,3-5,10-12H2,1-2H3,(H,20,21)",XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CHEMBL1535,True,False,Homo sapiens,SINGLE PROTEIN,Toll-like receptor 7,Q9NYK1,[4431],[649],['Membrane receptor'],['Toll-like and Il-1 receptors'],[nan],[nan],[nan],"InChI=1S/C18H26ClN3O/c1-3-22(11-12-23)10-4-5-14(2)21-17-8-9-20-18-13-15(19)6-7-16(17)18/h6-9,13-14,23H,3-5,10-12H2,1-2H3,(H,20,21)"
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL1017,CHEMBL227,CHEMBL1017,CHEMBL1017,['C09CA07'],TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)",RMMXLENWKUUMAY-UHFFFAOYSA-N,CHEMBL1017,True,False,Homo sapiens,SINGLE PROTEIN,Type-1 angiotensin II receptor,P30556,[132],[507],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Angiotensin receptor'],"InChI=1S/C33H30N4O2/c1-4-9-30-35-31-21(2)18-24(32-34-27-12-7-8-13-28(27)36(32)3)19-29(31)37(30)20-22-14-16-23(17-15-22)25-10-5-6-11-26(25)33(38)39/h5-8,10-19H,4,9,20H2,1-3H3,(H,38,39)"
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL1069,CHEMBL227,CHEMBL1069,CHEMBL1069,['C09CA03'],VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",ACWBQPMHZXGDFX-QFIPXVFZSA-N,CHEMBL1069,True,False,Homo sapiens,SINGLE PROTEIN,Type-1 angiotensin II receptor,P30556,[132],[507],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Angiotensin receptor'],"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)"
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL1513,CHEMBL227,CHEMBL1513,CHEMBL1513,['C09CA04'],IRBESARTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",YOSHYTLCDANDAN-UHFFFAOYSA-N,CHEMBL1513,True,False,Homo sapiens,SINGLE PROTEIN,Type-1 angiotensin II receptor,P30556,[132],[507],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Angiotensin receptor'],"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)"
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL539423,CHEMBL227,CHEMBL539423,CHEMBL539423,[],SPARSENTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,"InChI=1S/C32H40N4O5S/c1-5-7-14-29-33-32(17-10-11-18-32)31(37)36(29)20-24-15-16-26(25(19-24)21-40-6-2)27-12-8-9-13-28(27)42(38,39)35-30-22(3)23(4)41-34-30/h8-9,12-13,15-16,19H,5-7,10-11,14,17-18,20-21H2,1-4H3,(H,34,35)",WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CHEMBL539423,True,False,Homo sapiens,SINGLE PROTEIN,Type-1 angiotensin II receptor,P30556,[132],[507],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Angiotensin receptor'],"InChI=1S/C32H40N4O5S/c1-5-7-14-29-33-32(17-10-11-18-32)31(37)36(29)20-24-15-16-26(25(19-24)21-40-6-2)27-12-8-9-13-28(27)42(38,39)35-30-22(3)23(4)41-34-30/h8-9,12-13,15-16,19H,5-7,10-11,14,17-18,20-21H2,1-4H3,(H,34,35)"
ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL995,CHEMBL227,CHEMBL191,CHEMBL191,['C09CA01'],LOSARTAN,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,"InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)",PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CHEMBL191,True,False,Homo sapiens,SINGLE PROTEIN,Type-1 angiotensin II receptor,P30556,[132],[507],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Angiotensin receptor'],"InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)"
BLOCKER,HERG blocker,CHEMBL1083993,CHEMBL240,CHEMBL633,CHEMBL633,['C01BD01'],AMIODARONE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3",IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CHEMBL633,True,True,Homo sapiens,SINGLE PROTEIN,HERG,Q12809,[295],[118],['Ion channel'],['Voltage-gated ion channel'],['Potassium channels'],['Voltage-gated potassium channel'],[nan],"InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3"
BLOCKER,HERG blocker,CHEMBL2355456,CHEMBL240,CHEMBL533,CHEMBL533,['C01BD05'],IBUTILIDE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,"InChI=1S/C20H36N2O3S/c1-4-6-7-8-9-16-22(5-2)17-10-11-20(23)18-12-14-19(15-13-18)21-26(3,24)25/h12-15,20-21,23H,4-11,16-17H2,1-3H3",ALOBUEHUHMBRLE-UHFFFAOYSA-N,CHEMBL533,False,True,Homo sapiens,SINGLE PROTEIN,HERG,Q12809,[295],[118],['Ion channel'],['Voltage-gated ion channel'],['Potassium channels'],['Voltage-gated potassium channel'],[nan],"InChI=1S/C20H36N2O3S/c1-4-6-7-8-9-16-22(5-2)17-10-11-20(23)18-12-14-19(15-13-18)21-26(3,24)25/h12-15,20-21,23H,4-11,16-17H2,1-3H3"
BLOCKER,HERG blocker,CHEMBL473,CHEMBL240,CHEMBL473,CHEMBL473,['C01BD04'],DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3",IXTMWRCNAAVVAI-UHFFFAOYSA-N,CHEMBL473,True,False,Homo sapiens,SINGLE PROTEIN,HERG,Q12809,[295],[118],['Ion channel'],['Voltage-gated ion channel'],['Potassium channels'],['Voltage-gated potassium channel'],[nan],"InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3"
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL1983268,CHEMBL4247,CHEMBL1983268,CHEMBL1983268,['L01EX14'],ENTRECTINIB,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,"InChI=1S/C31H34F2N6O2/c1-38-8-10-39(11-9-38)25-3-4-26(29(19-25)34-24-6-12-41-13-7-24)31(40)35-30-27-17-20(2-5-28(27)36-37-30)14-21-15-22(32)18-23(33)16-21/h2-5,15-19,24,34H,6-14H2,1H3,(H2,35,36,37,40)",HAYYBYPASCDWEQ-UHFFFAOYSA-N,CHEMBL1983268,True,False,Homo sapiens,SINGLE PROTEIN,ALK tyrosine kinase receptor,Q9UM73,[2566],[404],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase STKR family'],"InChI=1S/C31H34F2N6O2/c1-38-8-10-39(11-9-38)25-3-4-26(29(19-25)34-24-6-12-41-13-7-24)31(40)35-30-27-17-20(2-5-28(27)36-37-30)14-21-15-22(32)18-23(33)16-21/h2-5,15-19,24,34H,6-14H2,1H3,(H2,35,36,37,40)"
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL2403108,CHEMBL4247,CHEMBL2403108,CHEMBL2403108,['L01ED02'],CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)",VERWOWGGCGHDQE-UHFFFAOYSA-N,CHEMBL2403108,True,False,Homo sapiens,SINGLE PROTEIN,ALK tyrosine kinase receptor,Q9UM73,[2566],[404],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase STKR family'],"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)"
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL3286830,CHEMBL4247,CHEMBL3286830,CHEMBL3286830,['L01ED05'],LORLATINIB,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,"InChI=1S/C21H19FN6O2/c1-11-15-7-13(22)4-5-14(15)21(29)27(2)10-16-19(17(8-23)28(3)26-16)12-6-18(30-11)20(24)25-9-12/h4-7,9,11H,10H2,1-3H3,(H2,24,25)/t11-/m1/s1",IIXWYSCJSQVBQM-LLVKDONJSA-N,CHEMBL3286830,True,False,Homo sapiens,SINGLE PROTEIN,ALK tyrosine kinase receptor,Q9UM73,[2566],[404],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase STKR family'],"InChI=1S/C21H19FN6O2/c1-11-15-7-13(22)4-5-14(15)21(29)27(2)10-16-19(17(8-23)28(3)26-16)12-6-18(30-11)20(24)25-9-12/h4-7,9,11H,10H2,1-3H3,(H2,24,25)"
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL3545311,CHEMBL4247,CHEMBL3545311,CHEMBL3545311,['L01ED04'],BRIGATINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,"InChI=1S/C29H39ClN7O2P/c1-35-15-17-37(18-16-35)21-11-13-36(14-12-21)22-9-10-24(26(19-22)39-2)33-29-31-20-23(30)28(34-29)32-25-7-5-6-8-27(25)40(3,4)38/h5-10,19-21H,11-18H2,1-4H3,(H2,31,32,33,34)",AILRADAXUVEEIR-UHFFFAOYSA-N,CHEMBL3545311,True,False,Homo sapiens,SINGLE PROTEIN,ALK tyrosine kinase receptor,Q9UM73,[2566],[404],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase STKR family'],"InChI=1S/C29H39ClN7O2P/c1-35-15-17-37(18-16-35)21-11-13-36(14-12-21)22-9-10-24(26(19-22)39-2)33-29-31-20-23(30)28(34-29)32-25-7-5-6-8-27(25)40(3,4)38/h5-10,19-21H,11-18H2,1-4H3,(H2,31,32,33,34)"
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL3707320,CHEMBL4247,CHEMBL1738797,CHEMBL1738797,['L01ED03'],ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,"InChI=1S/C30H34N4O2/c1-4-20-16-23-24(17-26(20)34-9-7-21(8-10-34)33-11-13-36-14-12-33)30(2,3)29-27(28(23)35)22-6-5-19(18-31)15-25(22)32-29/h5-6,15-17,21,32H,4,7-14H2,1-3H3",KDGFLJKFZUIJMX-UHFFFAOYSA-N,CHEMBL1738797,True,False,Homo sapiens,SINGLE PROTEIN,ALK tyrosine kinase receptor,Q9UM73,[2566],[404],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase STKR family'],"InChI=1S/C30H34N4O2/c1-4-20-16-23-24(17-26(20)34-9-7-21(8-10-34)33-11-13-36-14-12-33)30(2,3)29-27(28(23)35)22-6-5-19(18-31)15-25(22)32-29/h5-6,15-17,21,32H,4,7-14H2,1-3H3"
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL601719,CHEMBL4247,CHEMBL601719,CHEMBL601719,['L01ED01'],CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1",KTEIFNKAUNYNJU-GFCCVEGCSA-N,CHEMBL601719,True,False,Homo sapiens,SINGLE PROTEIN,ALK tyrosine kinase receptor,Q9UM73,[2566],[404],['Enzyme'],['Kinase'],['Protein Kinase'],['TKL protein kinase group'],['TKL protein kinase STKR family'],"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)"
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1200933,CHEMBL220,CHEMBL1201349,CHEMBL1201349,['M03AC05'],HEXAFLUORENIUM,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,"InChI=1S/C36H42N2/c1-37(2,35-31-21-11-7-17-27(31)28-18-8-12-22-32(28)35)25-15-5-6-16-26-38(3,4)36-33-23-13-9-19-29(33)30-20-10-14-24-34(30)36/h7-14,17-24,35-36H,5-6,15-16,25-26H2,1-4H3/q+2",HDZAQYPYABGTCL-UHFFFAOYSA-N,CHEMBL1201349,False,True,Homo sapiens,SINGLE PROTEIN,Acetylcholinesterase,P22303,[357],[646],['Enzyme'],['Hydrolase'],[nan],[nan],[nan],"InChI=1S/C36H42N2/c1-37(2,35-31-21-11-7-17-27(31)28-18-8-12-22-32(28)35)25-15-5-6-16-26-38(3,4)36-33-23-13-9-19-29(33)30-20-10-14-24-34(30)36/h7-14,17-24,35-36H,5-6,15-16,25-26H2,1-4H3/q+2"
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1555,CHEMBL220,CHEMBL659,CHEMBL659,['N06DA04'],GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,"InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1",ASUTZQLVASHGKV-JDFRZJQESA-N,CHEMBL659,True,False,Homo sapiens,SINGLE PROTEIN,Acetylcholinesterase,P22303,[357],[646],['Enzyme'],['Hydrolase'],[nan],[nan],[nan],"InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3"
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1678,CHEMBL220,CHEMBL502,CHEMBL502,['N06DA02'],DONEPEZIL,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3",ADEBPBSSDYVVLD-UHFFFAOYSA-N,CHEMBL502,True,False,Homo sapiens,SINGLE PROTEIN,Acetylcholinesterase,P22303,[357],[646],['Enzyme'],['Hydrolase'],[nan],[nan],[nan],"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3"
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL211471,CHEMBL220,CHEMBL278020,CHEMBL278020,"['S01EB06', 'N07AA01', 'N07AA51']",NEOSTIGMINE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,"InChI=1S/C12H19N2O2/c1-13(2)12(15)16-11-8-6-7-10(9-11)14(3,4)5/h6-9H,1-5H3/q+1",ALWKGYPQUAPLQC-UHFFFAOYSA-N,CHEMBL278020,False,True,Homo sapiens,SINGLE PROTEIN,Acetylcholinesterase,P22303,[357],[646],['Enzyme'],['Hydrolase'],[nan],[nan],[nan],"InChI=1S/C12H19N2O2/c1-13(2)12(15)16-11-8-6-7-10(9-11)14(3,4)5/h6-9H,1-5H3/q+1"
INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL338975,CHEMBL220,CHEMBL94,CHEMBL94,"['S01EB05', 'V03AB19']",PHYSOSTIGMINE,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,"InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)/t13-,15+/m1/s1",PIJVFDBKTWXHHD-HIFRSBDPSA-N,CHEMBL94,False,True,Homo sapiens,SINGLE PROTEIN,Acetylcholinesterase,P22303,[357],[646],['Enzyme'],['Hydrolase'],[nan],[nan],[nan],"InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)"
INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,CHEMBL93,CHEMBL215,CHEMBL93,CHEMBL93,[],ZILEUTON,CC(c1cc2ccccc2s1)N(O)C(N)=O,"InChI=1S/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)",MWLSOWXNZPKENC-UHFFFAOYSA-N,CHEMBL93,True,False,Homo sapiens,SINGLE PROTEIN,Arachidonate 5-lipoxygenase,P09917,[168],[10],['Enzyme'],['Oxidoreductase'],[nan],[nan],[nan],"InChI=1S/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)"
INHIBITOR,Carbonic anhydrase I inhibitor,CHEMBL1200814,CHEMBL261,CHEMBL20,CHEMBL20,['S01EC01'],ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,"InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)",BZKPWHYZMXOIDC-UHFFFAOYSA-N,CHEMBL20,True,True,Homo sapiens,SINGLE PROTEIN,Carbonic anhydrase I,P00915,[702],[648],['Enzyme'],['Lyase'],[nan],[nan],[nan],"InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)"
INHIBITOR,Carbonic anhydrase I inhibitor,CHEMBL1201117,CHEMBL261,CHEMBL1201117,CHEMBL1201117,"['M03BA53', 'M03BA03', 'M03BA73']",METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O,"InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)",GNXFOGHNGIVQEH-UHFFFAOYSA-N,CHEMBL1201117,True,True,Homo sapiens,SINGLE PROTEIN,Carbonic anhydrase I,P00915,[702],[648],['Enzyme'],['Lyase'],[nan],[nan],[nan],"InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)"
INHIBITOR,Carbonic anhydrase I inhibitor,CHEMBL17,CHEMBL261,CHEMBL17,CHEMBL17,['S01EC02'],DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,"InChI=1S/C6H6Cl2N2O4S2/c7-4-1-3(15(9,11)12)2-5(6(4)8)16(10,13)14/h1-2H,(H2,9,11,12)(H2,10,13,14)",GJQPMPFPNINLKP-UHFFFAOYSA-N,CHEMBL17,True,False,Homo sapiens,SINGLE PROTEIN,Carbonic anhydrase I,P00915,[702],[648],['Enzyme'],['Lyase'],[nan],[nan],[nan],"InChI=1S/C6H6Cl2N2O4S2/c7-4-1-3(15(9,11)12)2-5(6(4)8)16(10,13)14/h1-2H,(H2,9,11,12)(H2,10,13,14)"
